O*NET-SOC Code,Element Name,Data Value
15-2011.00,Originality,3.12
15-2011.00,Problem Sensitivity,3.88
15-2011.00,Deductive Reasoning,4.12
15-2011.00,Inductive Reasoning,4
15-2011.00,Information Ordering,3.88
15-2011.00,Category Flexibility,3.88
15-2011.00,Mathematical Reasoning,4.5
15-2011.00,Number Facility,4.25
15-2011.00,Memorization,2.75
15-2011.00,Speed of Closure,2.75
15-2011.00,Flexibility of Closure,3.38
15-2011.00,Perceptual Speed,2.88
15-2011.00,Spatial Orientation,1
15-2011.00,Visualization,2.5
15-2011.00,Selective Attention,3.38
15-2011.00,Time Sharing,2.5
15-2011.00,Arm-Hand Steadiness,1.12
15-2011.00,Manual Dexterity,1
15-2011.00,Finger Dexterity,1.62
15-2011.00,Control Precision,1
15-2011.00,Multilimb Coordination,1
15-2011.00,Response Orientation,1
15-2011.00,Rate Control,1
15-2011.00,Reaction Time,1
15-2011.00,Wrist-Finger Speed,1.25
15-2011.00,Speed of Limb Movement,1
15-2011.00,Static Strength,1
15-2011.00,Explosive Strength,1
15-2011.00,Dynamic Strength,1
15-2011.00,Trunk Strength,1.5
15-2011.00,Stamina,1
15-2011.00,Extent Flexibility,1
15-2011.00,Dynamic Flexibility,1
15-2011.00,Gross Body Coordination,1
15-2011.00,Gross Body Equilibrium,1
15-2011.00,Near Vision,4
15-2011.00,Far Vision,2.62
15-2011.00,Visual Color Discrimination,2
15-2011.00,Night Vision,1
15-2011.00,Peripheral Vision,1
15-2011.00,Depth Perception,1.62
15-2011.00,Glare Sensitivity,1
15-2011.00,Hearing Sensitivity,1.88
15-2011.00,Auditory Attention,2
15-2011.00,Sound Localization,1
15-2011.00,Speech Recognition,3.25
15-2011.00,Speech Clarity,3.5
15-2021.00,Oral Comprehension,3.75
15-2021.00,Written Comprehension,4
15-2021.00,Oral Expression,3.5
15-2021.00,Written Expression,3.5
15-2021.00,Fluency of Ideas,3.62
15-2021.00,Originality,3.38
15-2021.00,Problem Sensitivity,3.62
15-2021.00,Deductive Reasoning,4.12
15-2021.00,Inductive Reasoning,4
15-2021.00,Information Ordering,4
15-2021.00,Category Flexibility,3.62
15-2021.00,Mathematical Reasoning,4.75
15-2021.00,Number Facility,4.25
15-2021.00,Memorization,2.75
15-2021.00,Speed of Closure,2.88
15-2021.00,Flexibility of Closure,3
15-2021.00,Perceptual Speed,2.88
15-2021.00,Spatial Orientation,1
15-2021.00,Visualization,2.88
15-2021.00,Selective Attention,3
15-2021.00,Time Sharing,2
15-2021.00,Arm-Hand Steadiness,1
15-2021.00,Manual Dexterity,1
15-2021.00,Finger Dexterity,2.38
15-2021.00,Control Precision,1
15-2021.00,Multilimb Coordination,1
15-2021.00,Response Orientation,1
15-2021.00,Rate Control,1
15-2021.00,Reaction Time,1
15-2021.00,Wrist-Finger Speed,1
15-2021.00,Speed of Limb Movement,1
15-2021.00,Static Strength,1
15-2021.00,Explosive Strength,1
15-2021.00,Dynamic Strength,1
15-2021.00,Trunk Strength,1.12
15-2021.00,Stamina,1
15-2021.00,Extent Flexibility,1
15-2021.00,Dynamic Flexibility,1
15-2021.00,Gross Body Coordination,1
15-2021.00,Gross Body Equilibrium,1
15-2021.00,Near Vision,3.62
15-2021.00,Far Vision,2.25
15-2021.00,Visual Color Discrimination,1.75
15-2021.00,Night Vision,1
15-2021.00,Peripheral Vision,1
15-2021.00,Depth Perception,1.62
15-2021.00,Glare Sensitivity,1
15-2021.00,Hearing Sensitivity,1.75
15-2021.00,Auditory Attention,1.62
15-2021.00,Sound Localization,1
15-2021.00,Speech Recognition,3.12
15-2021.00,Speech Clarity,3.12
15-2031.00,Oral Comprehension,4
15-2031.00,Written Comprehension,4.25
15-2031.00,Oral Expression,4.12
15-2031.00,Written Expression,4
15-2031.00,Fluency of Ideas,3.75
15-2031.00,Originality,3.75
15-2031.00,Problem Sensitivity,3.75
15-2031.00,Deductive Reasoning,4.12
15-2031.00,Inductive Reasoning,4.25
15-2031.00,Information Ordering,3.88
15-2031.00,Category Flexibility,3.38
15-2031.00,Mathematical Reasoning,4.75
15-2031.00,Number Facility,4.25
15-2031.00,Memorization,2.75
15-2031.00,Speed of Closure,2.38
15-2031.00,Flexibility of Closure,3
15-2031.00,Perceptual Speed,2.62
15-2031.00,Spatial Orientation,1
15-2031.00,Visualization,2.38
15-2031.00,Selective Attention,3
15-2031.00,Time Sharing,2.12
15-2031.00,Arm-Hand Steadiness,1
15-2031.00,Manual Dexterity,1
15-2031.00,Finger Dexterity,1.75
15-2031.00,Control Precision,1
15-2031.00,Multilimb Coordination,1
15-2031.00,Response Orientation,1
15-2031.00,Rate Control,1
15-2031.00,Reaction Time,1
15-2031.00,Wrist-Finger Speed,1.25
15-2031.00,Speed of Limb Movement,1
15-2031.00,Static Strength,1
15-2031.00,Explosive Strength,1
15-2031.00,Dynamic Strength,1.12
15-2031.00,Trunk Strength,1.62
15-2031.00,Stamina,1
15-2031.00,Extent Flexibility,1
15-2031.00,Dynamic Flexibility,1
15-2031.00,Gross Body Coordination,1
15-2031.00,Gross Body Equilibrium,1
15-2031.00,Near Vision,3.75
15-2031.00,Far Vision,2.5
15-2031.00,Visual Color Discrimination,1.88
15-2031.00,Night Vision,1
15-2031.00,Peripheral Vision,1
15-2031.00,Depth Perception,1.25
15-2031.00,Glare Sensitivity,1
15-2031.00,Hearing Sensitivity,1.5
15-2031.00,Auditory Attention,1.62
15-2031.00,Sound Localization,1
15-2031.00,Speech Recognition,3.12
15-2031.00,Speech Clarity,3.38
15-2041.00,Oral Comprehension,4
15-2041.00,Written Comprehension,4
15-2041.00,Oral Expression,4
15-2041.00,Written Expression,4
15-2041.00,Fluency of Ideas,3.25
15-2041.00,Originality,3
15-2041.00,Problem Sensitivity,3.38
15-2041.00,Deductive Reasoning,4
15-2041.00,Inductive Reasoning,4.12
15-2041.00,Information Ordering,3.88
15-2041.00,Category Flexibility,3.75
15-2041.00,Mathematical Reasoning,4.62
15-2041.00,Number Facility,4.25
15-2041.00,Memorization,2.75
15-2041.00,Speed of Closure,3
15-2041.00,Flexibility of Closure,3.12
15-2041.00,Perceptual Speed,2.88
15-2041.00,Spatial Orientation,1
15-2041.00,Visualization,2.75
15-2041.00,Selective Attention,2.88
15-2041.00,Time Sharing,1.88
15-2041.00,Arm-Hand Steadiness,1
15-2041.00,Manual Dexterity,1
15-2041.00,Finger Dexterity,2.25
15-2041.00,Control Precision,1
15-2041.00,Multilimb Coordination,1
15-2041.00,Response Orientation,1
15-2041.00,Rate Control,1
15-2041.00,Reaction Time,1
15-2041.00,Wrist-Finger Speed,1.5
15-2041.00,Speed of Limb Movement,1
15-2041.00,Static Strength,1
15-2041.00,Explosive Strength,1
15-2041.00,Dynamic Strength,1
15-2041.00,Trunk Strength,1.75
15-2041.00,Stamina,1
15-2041.00,Extent Flexibility,1
15-2041.00,Dynamic Flexibility,1
15-2041.00,Gross Body Coordination,1
15-2041.00,Gross Body Equilibrium,1
15-2041.00,Near Vision,4
15-2041.00,Far Vision,2.75
15-2041.00,Visual Color Discrimination,1.75
15-2041.00,Night Vision,1
15-2041.00,Peripheral Vision,1
15-2041.00,Depth Perception,1.62
15-2041.00,Glare Sensitivity,1
15-2041.00,Hearing Sensitivity,1.75
15-2041.00,Auditory Attention,1.62
15-2041.00,Sound Localization,1
15-2041.00,Speech Recognition,3.38
15-2041.00,Speech Clarity,3.5
15-2041.01,Oral Comprehension,4
15-2041.01,Written Comprehension,4.12
15-2041.01,Oral Expression,4
15-2041.01,Written Expression,3.88
15-2041.01,Fluency of Ideas,3.38
15-2041.01,Originality,3.12
15-2041.01,Problem Sensitivity,3.75
15-2041.01,Deductive Reasoning,4.12
15-2041.01,Inductive Reasoning,4.12
15-2041.01,Information Ordering,4
15-2041.01,Category Flexibility,3.62
15-2041.01,Mathematical Reasoning,4.38
15-2041.01,Number Facility,3.62
15-2041.01,Memorization,2.75
15-2041.01,Speed of Closure,2.88
15-2041.01,Flexibility of Closure,3.12
15-2041.01,Perceptual Speed,2.88
15-2041.01,Spatial Orientation,1
15-2041.01,Visualization,3
15-2041.01,Selective Attention,3
15-2041.01,Time Sharing,2.38
15-2041.01,Arm-Hand Steadiness,1.88
15-2041.01,Manual Dexterity,1.75
15-2041.01,Finger Dexterity,2.38
15-2041.01,Control Precision,1.75
15-2041.01,Multilimb Coordination,1.25
15-2041.01,Response Orientation,1.12
15-2041.01,Rate Control,1.12
15-2041.01,Reaction Time,1.12
15-2041.01,Wrist-Finger Speed,1.38
15-2041.01,Speed of Limb Movement,1.12
15-2041.01,Static Strength,1.25
15-2041.01,Explosive Strength,1
15-2041.01,Dynamic Strength,1.25
15-2041.01,Trunk Strength,1.38
15-2041.01,Stamina,1.25
15-2041.01,Extent Flexibility,1.25
15-2041.01,Dynamic Flexibility,1
15-2041.01,Gross Body Coordination,1.12
15-2041.01,Gross Body Equilibrium,1.12
15-2041.01,Near Vision,3.75
15-2041.01,Far Vision,2.5
15-2041.01,Visual Color Discrimination,1.75
15-2041.01,Night Vision,1
15-2041.01,Peripheral Vision,1
15-2041.01,Depth Perception,1.62
15-2041.01,Glare Sensitivity,1
15-2041.01,Hearing Sensitivity,1.75
15-2041.01,Auditory Attention,1.88
15-2041.01,Sound Localization,1
15-2041.01,Speech Recognition,3.75
15-2041.01,Speech Clarity,3.75
15-2041.02,Oral Comprehension,4
15-2041.02,Written Comprehension,4
15-2041.02,Oral Expression,4
15-2041.02,Written Expression,3.88
15-2041.02,Fluency of Ideas,3.12
15-2041.02,Originality,3
15-2041.02,Problem Sensitivity,3.88
15-2041.02,Deductive Reasoning,4.12
15-2041.02,Inductive Reasoning,3.88
15-2041.02,Information Ordering,4.12
15-2041.02,Category Flexibility,3.25
15-2041.02,Mathematical Reasoning,3.38
15-2041.02,Number Facility,3.12
15-2041.02,Memorization,2.62
15-2041.02,Speed of Closure,2.62
15-2041.02,Flexibility of Closure,3.12
15-2041.02,Perceptual Speed,2.88
15-2041.02,Spatial Orientation,1
15-2041.02,Visualization,2.25
15-2041.02,Selective Attention,3
15-2041.02,Time Sharing,2.25
15-2041.02,Arm-Hand Steadiness,1.38
15-2041.02,Manual Dexterity,1.38
15-2041.02,Finger Dexterity,1.88
15-2041.02,Control Precision,1.25
15-2041.02,Multilimb Coordination,1
15-2041.02,Response Orientation,1
15-2041.02,Rate Control,1
15-2041.02,Reaction Time,1
15-2041.02,Wrist-Finger Speed,1.75
15-2041.02,Speed of Limb Movement,1
15-2041.02,Static Strength,1
15-2041.02,Explosive Strength,1
15-2041.02,Dynamic Strength,1.38
15-2041.02,Trunk Strength,1.62
15-2041.02,Stamina,1
15-2041.02,Extent Flexibility,1
15-2041.02,Dynamic Flexibility,1
15-2041.02,Gross Body Coordination,1
15-2041.02,Gross Body Equilibrium,1
15-2041.02,Near Vision,3.88
15-2041.02,Far Vision,2.38
15-2041.02,Visual Color Discrimination,1.75
15-2041.02,Night Vision,1
15-2041.02,Peripheral Vision,1
15-2041.02,Depth Perception,1.38
15-2041.02,Glare Sensitivity,1
15-2041.02,Hearing Sensitivity,1.75
15-2041.02,Auditory Attention,1.88
15-2041.02,Sound Localization,1
15-2041.02,Speech Recognition,3.75
15-2041.02,Speech Clarity,3.75
15-2091.00,Oral Comprehension,3.2
15-2091.00,Written Comprehension,2.6
15-2091.00,Oral Expression,3.4
15-2091.00,Written Expression,2
15-2091.00,Fluency of Ideas,2.8
15-2091.00,Originality,2.2
15-2091.00,Problem Sensitivity,3
15-2091.00,Deductive Reasoning,4
15-2091.00,Inductive Reasoning,2.2
15-2091.00,Information Ordering,2.8
15-2091.00,Category Flexibility,2
15-2091.00,Mathematical Reasoning,5
15-2091.00,Number Facility,5
15-2091.00,Memorization,1.8
15-2091.00,Speed of Closure,2.4
15-2091.00,Flexibility of Closure,1.6
15-2091.00,Perceptual Speed,1.8
15-2091.00,Spatial Orientation,1.2
15-2091.00,Visualization,1.2
15-2091.00,Selective Attention,1.8
15-2091.00,Time Sharing,1.4
15-2091.00,Arm-Hand Steadiness,1.2
15-2091.00,Manual Dexterity,1.4
15-2091.00,Finger Dexterity,1.8
15-2091.00,Control Precision,1.6
15-2091.00,Multilimb Coordination,1
15-2091.00,Response Orientation,1
15-2091.00,Rate Control,1
15-2091.00,Reaction Time,1.2
15-2091.00,Wrist-Finger Speed,2
15-2091.00,Speed of Limb Movement,1
15-2091.00,Static Strength,1
15-2091.00,Explosive Strength,1
15-2091.00,Dynamic Strength,1
15-2091.00,Trunk Strength,1.4
15-2091.00,Stamina,1.2
15-2091.00,Extent Flexibility,1
15-2091.00,Dynamic Flexibility,1
15-2091.00,Gross Body Coordination,1.2
15-2091.00,Gross Body Equilibrium,1
15-2091.00,Near Vision,3
15-2091.00,Far Vision,1.2
15-2091.00,Visual Color Discrimination,1.4
15-2091.00,Night Vision,1.2
15-2091.00,Peripheral Vision,1
15-2091.00,Depth Perception,1.2
15-2091.00,Glare Sensitivity,1.2
15-2091.00,Hearing Sensitivity,1
15-2091.00,Auditory Attention,1
15-2091.00,Sound Localization,1
15-2091.00,Speech Recognition,1.6
15-2091.00,Speech Clarity,2.6
17-1011.00,Oral Comprehension,4
17-1011.00,Written Comprehension,4
17-1011.00,Oral Expression,4
17-1011.00,Written Expression,3.88
17-1011.00,Fluency of Ideas,4.12
17-1011.00,Originality,4
17-1011.00,Problem Sensitivity,4
17-1011.00,Deductive Reasoning,4
17-1011.00,Inductive Reasoning,4
17-1011.00,Information Ordering,4
17-1011.00,Category Flexibility,3.75
17-1011.00,Mathematical Reasoning,3.38
17-1011.00,Number Facility,3.5
17-1011.00,Memorization,2.75
17-1011.00,Speed of Closure,3
17-1011.00,Flexibility of Closure,3.75
17-1011.00,Perceptual Speed,3.5
17-1011.00,Spatial Orientation,2.12
17-1011.00,Visualization,4.25
17-1011.00,Selective Attention,3
17-1011.00,Time Sharing,2.75
17-1011.00,Arm-Hand Steadiness,2.12
17-1011.00,Manual Dexterity,2
17-1011.00,Finger Dexterity,2.88
17-1011.00,Control Precision,2.12
17-1011.00,Multilimb Coordination,1.88
17-1011.00,Response Orientation,1
17-1011.00,Rate Control,1
17-1011.00,Reaction Time,1.12
17-1011.00,Wrist-Finger Speed,1
17-1011.00,Speed of Limb Movement,1
17-1011.00,Static Strength,1
17-1011.00,Explosive Strength,1
17-1011.00,Dynamic Strength,1
17-1011.00,Trunk Strength,1.25
17-1011.00,Stamina,1
17-1011.00,Extent Flexibility,1
17-1011.00,Dynamic Flexibility,1
17-1011.00,Gross Body Coordination,1
17-1011.00,Gross Body Equilibrium,1
17-1011.00,Near Vision,4
17-1011.00,Far Vision,3.88
17-1011.00,Visual Color Discrimination,3
17-1011.00,Night Vision,1
17-1011.00,Peripheral Vision,1
17-1011.00,Depth Perception,2.88
17-1011.00,Glare Sensitivity,1.12
17-1011.00,Hearing Sensitivity,2
17-1011.00,Auditory Attention,2.12
17-1011.00,Sound Localization,1
17-1011.00,Speech Recognition,3.62
17-1011.00,Speech Clarity,3.75
17-1012.00,Oral Comprehension,4.12
17-1012.00,Written Comprehension,4
17-1012.00,Oral Expression,4.12
17-1012.00,Written Expression,3.88
17-1012.00,Fluency of Ideas,3.75
17-1012.00,Originality,3.88
17-1012.00,Problem Sensitivity,3.88
17-1012.00,Deductive Reasoning,3.88
17-1012.00,Inductive Reasoning,3.62
17-1012.00,Information Ordering,3.62
17-1012.00,Category Flexibility,3.88
17-1012.00,Mathematical Reasoning,3
17-1012.00,Number Facility,3
17-1012.00,Memorization,2.38
17-1012.00,Speed of Closure,2.25
17-1012.00,Flexibility of Closure,3
17-1012.00,Perceptual Speed,2.62
17-1012.00,Spatial Orientation,1.38
17-1012.00,Visualization,4
17-1012.00,Selective Attention,3
17-1012.00,Time Sharing,3
17-1012.00,Arm-Hand Steadiness,2
17-1012.00,Manual Dexterity,2
17-1012.00,Finger Dexterity,2.5
17-1012.00,Control Precision,2
17-1012.00,Multilimb Coordination,2
17-1012.00,Response Orientation,1
17-1012.00,Rate Control,1
17-1012.00,Reaction Time,1
17-1012.00,Wrist-Finger Speed,1
17-1012.00,Speed of Limb Movement,1
17-1012.00,Static Strength,1
17-1012.00,Explosive Strength,1
17-1012.00,Dynamic Strength,1
17-1012.00,Trunk Strength,1.12
17-1012.00,Stamina,1.12
17-1012.00,Extent Flexibility,1
17-1012.00,Dynamic Flexibility,1
17-1012.00,Gross Body Coordination,1
17-1012.00,Gross Body Equilibrium,1
17-1012.00,Near Vision,3.88
17-1012.00,Far Vision,3
17-1012.00,Visual Color Discrimination,2.5
17-1012.00,Night Vision,1
17-1012.00,Peripheral Vision,1
17-1012.00,Depth Perception,2
17-1012.00,Glare Sensitivity,1
17-1012.00,Hearing Sensitivity,2
17-1012.00,Auditory Attention,2
17-1012.00,Sound Localization,1
17-1012.00,Speech Recognition,3.5
17-1012.00,Speech Clarity,3.62
17-1021.00,Oral Comprehension,3.88
17-1021.00,Written Comprehension,4
17-1021.00,Oral Expression,3.5
17-1021.00,Written Expression,3.5
17-1021.00,Fluency of Ideas,3
17-1021.00,Originality,3
17-1021.00,Problem Sensitivity,3.12
17-1021.00,Deductive Reasoning,3.5
17-1021.00,Inductive Reasoning,3.62
17-1021.00,Information Ordering,3.25
17-1021.00,Category Flexibility,3.12
17-1021.00,Mathematical Reasoning,3
17-1021.00,Number Facility,2.88
17-1021.00,Memorization,2.5
17-1021.00,Speed of Closure,2.75
17-1021.00,Flexibility of Closure,3.38
17-1021.00,Perceptual Speed,3
17-1021.00,Spatial Orientation,1.38
17-1021.00,Visualization,3.25
17-1021.00,Selective Attention,3
17-1021.00,Time Sharing,2.62
17-1021.00,Arm-Hand Steadiness,2.88
17-1021.00,Manual Dexterity,2.25
17-1021.00,Finger Dexterity,2.88
17-1021.00,Control Precision,2.75
17-1021.00,Multilimb Coordination,1.25
17-1021.00,Response Orientation,1.12
17-1021.00,Rate Control,1
17-1021.00,Reaction Time,1.12
17-1021.00,Wrist-Finger Speed,1.38
17-1021.00,Speed of Limb Movement,1
17-1021.00,Static Strength,1
17-1021.00,Explosive Strength,1
17-1021.00,Dynamic Strength,1.5
17-1021.00,Trunk Strength,2
17-1021.00,Stamina,1
17-1021.00,Extent Flexibility,1.5
17-1021.00,Dynamic Flexibility,1
17-1021.00,Gross Body Coordination,1
17-1021.00,Gross Body Equilibrium,1
17-1021.00,Near Vision,3.88
17-1021.00,Far Vision,3.25
17-1021.00,Visual Color Discrimination,2.88
17-1021.00,Night Vision,1
17-1021.00,Peripheral Vision,1
17-1021.00,Depth Perception,2.25
17-1021.00,Glare Sensitivity,1
17-1021.00,Hearing Sensitivity,1.75
17-1021.00,Auditory Attention,2.25
17-1021.00,Sound Localization,1
17-1021.00,Speech Recognition,3.12
17-1021.00,Speech Clarity,3.12
17-1022.00,Oral Comprehension,3.88
17-1022.00,Written Comprehension,4
17-1022.00,Oral Expression,3.88
17-1022.00,Written Expression,3.75
17-1022.00,Fluency of Ideas,2.88
17-1022.00,Originality,2.88
17-1022.00,Problem Sensitivity,3.75
17-1022.00,Deductive Reasoning,4
17-1022.00,Inductive Reasoning,3.62
17-1022.00,Information Ordering,3.5
17-1022.00,Category Flexibility,3.25
17-1022.00,Mathematical Reasoning,4
17-1022.00,Number Facility,3.88
17-1022.00,Memorization,2.88
17-1022.00,Speed of Closure,3.12
17-1022.00,Flexibility of Closure,3.25
17-1022.00,Perceptual Speed,3
17-1022.00,Spatial Orientation,3.12
17-1022.00,Visualization,3.25
17-1022.00,Selective Attention,3
17-1022.00,Time Sharing,2.88
17-1022.00,Arm-Hand Steadiness,3
17-1022.00,Manual Dexterity,3
17-1022.00,Finger Dexterity,3
17-1022.00,Control Precision,3
17-1022.00,Multilimb Coordination,2.88
17-1022.00,Response Orientation,1.88
17-1022.00,Rate Control,1.88
17-1022.00,Reaction Time,2.62
17-1022.00,Wrist-Finger Speed,2
17-1022.00,Speed of Limb Movement,1.75
17-1022.00,Static Strength,2.38
17-1022.00,Explosive Strength,1.5
17-1022.00,Dynamic Strength,2
17-1022.00,Trunk Strength,2.5
17-1022.00,Stamina,2.25
17-1022.00,Extent Flexibility,2.75
17-1022.00,Dynamic Flexibility,1
17-1022.00,Gross Body Coordination,2
17-1022.00,Gross Body Equilibrium,2
17-1022.00,Near Vision,3.75
17-1022.00,Far Vision,3.25
17-1022.00,Visual Color Discrimination,2.88
17-1022.00,Night Vision,1.75
17-1022.00,Peripheral Vision,1.88
17-1022.00,Depth Perception,3.12
17-1022.00,Glare Sensitivity,2.12
17-1022.00,Hearing Sensitivity,2.25
17-1022.00,Auditory Attention,2.25
17-1022.00,Sound Localization,1.75
17-1022.00,Speech Recognition,3.88
17-1022.00,Speech Clarity,3.88
17-1022.01,Oral Comprehension,4
17-1022.01,Written Comprehension,4
17-1022.01,Oral Expression,4
17-1022.01,Written Expression,3.75
17-1022.01,Fluency of Ideas,3
17-1022.01,Originality,3
17-1022.01,Problem Sensitivity,3.75
17-1022.01,Deductive Reasoning,3.88
17-1022.01,Inductive Reasoning,3.88
17-1022.01,Information Ordering,4
17-1022.01,Category Flexibility,3.62
17-1022.01,Mathematical Reasoning,4.25
17-1022.01,Number Facility,4
17-1022.01,Memorization,2.88
17-1022.01,Speed of Closure,2.75
17-1022.01,Flexibility of Closure,3.88
17-1022.01,Perceptual Speed,3.12
17-1022.01,Spatial Orientation,2.25
17-1022.01,Visualization,3.25
17-1022.01,Selective Attention,3.12
17-1022.01,Time Sharing,2.62
17-1022.01,Arm-Hand Steadiness,3
17-1022.01,Manual Dexterity,2.5
17-1022.01,Finger Dexterity,2.75
17-1022.01,Control Precision,2.88
17-1022.01,Multilimb Coordination,2.62
17-1022.01,Response Orientation,2
17-1022.01,Rate Control,2.12
17-1022.01,Reaction Time,2
17-1022.01,Wrist-Finger Speed,1.88
17-1022.01,Speed of Limb Movement,1.5
17-1022.01,Static Strength,2
17-1022.01,Explosive Strength,1.25
17-1022.01,Dynamic Strength,1.75
17-1022.01,Trunk Strength,2.12
17-1022.01,Stamina,2
17-1022.01,Extent Flexibility,2
17-1022.01,Dynamic Flexibility,1
17-1022.01,Gross Body Coordination,2
17-1022.01,Gross Body Equilibrium,2
17-1022.01,Near Vision,3.75
17-1022.01,Far Vision,3.12
17-1022.01,Visual Color Discrimination,2.5
17-1022.01,Night Vision,2
17-1022.01,Peripheral Vision,2
17-1022.01,Depth Perception,2.5
17-1022.01,Glare Sensitivity,2
17-1022.01,Hearing Sensitivity,2
17-1022.01,Auditory Attention,2.12
17-1022.01,Sound Localization,2
17-1022.01,Speech Recognition,3.25
17-1022.01,Speech Clarity,3.25
17-2011.00,Oral Comprehension,3.88
17-2011.00,Written Comprehension,4.12
17-2011.00,Oral Expression,3.88
17-2011.00,Written Expression,3.88
17-2011.00,Fluency of Ideas,3.5
17-2011.00,Originality,3.38
17-2011.00,Problem Sensitivity,4
17-2011.00,Deductive Reasoning,4
17-2011.00,Inductive Reasoning,4
17-2011.00,Information Ordering,4
17-2011.00,Category Flexibility,3.5
17-2011.00,Mathematical Reasoning,3.88
17-2011.00,Number Facility,3.38
17-2011.00,Memorization,2.62
17-2011.00,Speed of Closure,2.75
17-2011.00,Flexibility of Closure,3.12
17-2011.00,Perceptual Speed,3
17-2011.00,Spatial Orientation,1
17-2011.00,Visualization,3.25
17-2011.00,Selective Attention,3
17-2011.00,Time Sharing,2.75
17-2011.00,Arm-Hand Steadiness,1
17-2011.00,Manual Dexterity,1
17-2011.00,Finger Dexterity,2.25
17-2011.00,Control Precision,1
17-2011.00,Multilimb Coordination,1
17-2011.00,Response Orientation,1
17-2011.00,Rate Control,1
17-2011.00,Reaction Time,1
17-2011.00,Wrist-Finger Speed,1.25
17-2011.00,Speed of Limb Movement,1
17-2011.00,Static Strength,1
17-2011.00,Explosive Strength,1
17-2011.00,Dynamic Strength,1
17-2011.00,Trunk Strength,1.5
17-2011.00,Stamina,1
17-2011.00,Extent Flexibility,1
17-2011.00,Dynamic Flexibility,1
17-2011.00,Gross Body Coordination,1
17-2011.00,Gross Body Equilibrium,1
17-2011.00,Near Vision,3.75
17-2011.00,Far Vision,3.12
17-2011.00,Visual Color Discrimination,3
17-2011.00,Night Vision,1
17-2011.00,Peripheral Vision,1
17-2011.00,Depth Perception,2
17-2011.00,Glare Sensitivity,1
17-2011.00,Hearing Sensitivity,2.62
17-2011.00,Auditory Attention,2.75
17-2011.00,Sound Localization,1
17-2011.00,Speech Recognition,3.38
17-2011.00,Speech Clarity,3.62
17-2021.00,Oral Comprehension,4.12
17-2021.00,Written Comprehension,4.12
17-2021.00,Oral Expression,4
17-2021.00,Written Expression,3.88
17-2021.00,Fluency of Ideas,3.38
17-2021.00,Originality,3.38
17-2021.00,Problem Sensitivity,4
17-2021.00,Deductive Reasoning,4
17-2021.00,Inductive Reasoning,4.12
17-2021.00,Information Ordering,3.75
17-2021.00,Category Flexibility,3.88
17-2021.00,Mathematical Reasoning,3.38
17-2021.00,Number Facility,3.38
17-2021.00,Memorization,2.25
17-2021.00,Speed of Closure,2.38
17-2021.00,Flexibility of Closure,3.25
17-2021.00,Perceptual Speed,2.88
17-2021.00,Spatial Orientation,1.62
17-2021.00,Visualization,3.75
17-2021.00,Selective Attention,3.12
17-2021.00,Time Sharing,3
17-2021.00,Arm-Hand Steadiness,1.75
17-2021.00,Manual Dexterity,1.62
17-2021.00,Finger Dexterity,2.5
17-2021.00,Control Precision,2.12
17-2021.00,Multilimb Coordination,2
17-2021.00,Response Orientation,1.62
17-2021.00,Rate Control,1.62
17-2021.00,Reaction Time,2
17-2021.00,Wrist-Finger Speed,1.25
17-2021.00,Speed of Limb Movement,1
17-2021.00,Static Strength,1.5
17-2021.00,Explosive Strength,1.38
17-2021.00,Dynamic Strength,1.38
17-2021.00,Trunk Strength,1.5
17-2021.00,Stamina,1.5
17-2021.00,Extent Flexibility,1.38
17-2021.00,Dynamic Flexibility,1
17-2021.00,Gross Body Coordination,1.38
17-2021.00,Gross Body Equilibrium,1.38
17-2021.00,Near Vision,3.88
17-2021.00,Far Vision,3
17-2021.00,Visual Color Discrimination,2.88
17-2021.00,Night Vision,1.62
17-2021.00,Peripheral Vision,1.62
17-2021.00,Depth Perception,2.5
17-2021.00,Glare Sensitivity,1.5
17-2021.00,Hearing Sensitivity,2.62
17-2021.00,Auditory Attention,2.88
17-2021.00,Sound Localization,1.62
17-2021.00,Speech Recognition,3.62
17-2021.00,Speech Clarity,3.62
17-2031.00,Oral Comprehension,4
17-2031.00,Written Comprehension,4.12
17-2031.00,Oral Expression,3.88
17-2031.00,Written Expression,3.88
17-2031.00,Fluency of Ideas,3.5
17-2031.00,Originality,3.88
17-2031.00,Problem Sensitivity,4
17-2031.00,Deductive Reasoning,4.12
17-2031.00,Inductive Reasoning,4.12
17-2031.00,Information Ordering,3.62
17-2031.00,Category Flexibility,3.62
17-2031.00,Mathematical Reasoning,3.88
17-2031.00,Number Facility,3.38
17-2031.00,Memorization,2.62
17-2031.00,Speed of Closure,2.75
17-2031.00,Flexibility of Closure,3.62
17-2031.00,Perceptual Speed,3.12
17-2031.00,Spatial Orientation,1
17-2031.00,Visualization,3.62
17-2031.00,Selective Attention,3.12
17-2031.00,Time Sharing,2.62
17-2031.00,Arm-Hand Steadiness,2.62
17-2031.00,Manual Dexterity,2
17-2031.00,Finger Dexterity,2.5
17-2031.00,Control Precision,2.38
17-2031.00,Multilimb Coordination,1.5
17-2031.00,Response Orientation,1.5
17-2031.00,Rate Control,1.38
17-2031.00,Reaction Time,1.38
17-2031.00,Wrist-Finger Speed,1.88
17-2031.00,Speed of Limb Movement,1
17-2031.00,Static Strength,1
17-2031.00,Explosive Strength,1
17-2031.00,Dynamic Strength,1
17-2031.00,Trunk Strength,1.62
